n,a,amplitude,lambda_min
2549,3.9217282021880577,0.3107080926189521,-45.38836123549693
2551,3.9221203590709055,0.31061732755502686,-45.407497488899935
2557,3.923294987645593,0.3103455987719275,-45.464863085745804
2579,3.9275785029406722,0.3093564636729008,-45.67464800645463
2591,3.929899590281055,0.3088216500099726,-45.78870697765555
2593,3.930285392769332,0.30873283448981514,-45.80769142289293
2609,3.9333611425683643,0.3080255735264342,-45.95930580412518
2617,3.934891951265073,0.30767410186367583,-46.03493897504093
2621,3.9356556016617033,0.3074989012975835,-46.07271211807156
2633,3.937939579748155,0.3069754256300237,-46.1858581601053
2647,3.940591101113551,0.30636869942021994,-46.317534457118406
2657,3.942476472879907,0.30593793038424116,-46.411374418544426
2659,3.94285269562151,0.3058520352969189,-46.43012107564335
2663,3.943604292906966,0.3056805026453922,-46.46759313750024
2671,3.9451041065549806,0.3053384632771682,-46.54245256810724
2677,3.946226021760176,0.3050828267954157,-46.59852341362477
2683,3.947345425212812,0.3048279513857312,-46.654531450154145
2687,3.9480903043077458,0.30465845532498403,-46.69183542910108
2689,3.948462328134432,0.3045738331245043,-46.710477047454
2693,3.9492055464057993,0.3044048396638392,-46.74773961492948
2699,3.9503183065090024,0.3041519746756372,-46.803582018041574
2707,3.9517981448071504,0.3038159824256313,-46.877943167466256
2711,3.952536424749333,0.3036484813563172,-46.915083147041436
2713,3.9529051563294657,0.3035648540937825,-46.933643044684715
2719,3.9540097223162354,0.3033144637187144,-46.98928256634399
2729,3.9558452603541694,0.30289877614462246,-47.08188219685013
2731,3.9562115607368527,0.30281588184637653,-47.1003823380114
2741,3.958039048151393,0.3024026189174789,-47.19278504484542
2749,3.9594962440826227,0.30207345071874003,-47.266590617471444
2753,3.9602232525713035,0.3019093443744277,-47.303454904977535
2767,3.962759489893463,0.30133746221654995,-47.43228000677425
2777,3.9645632436533997,0.3009313280009761,-47.52410974199011
2789,3.9667191938137445,0.30044652952448614,-47.63410134337451
2791,3.967077616768161,0.3003659997663255,-47.65241182629234
2797,3.9681513466009797,0.3001248707780273,-47.70730676318386
2801,3.9688658876300544,0.2999645004248603,-47.74387308425306
2803,3.969222775582394,0.29988442956171313,-47.762147189294645
2809,3.970291913552122,0.14982233636045744,-47.80210532796938
2819,3.9720687455570562,0.29924658967130097,-47.90812413920814
2833,3.9745457499152583,0.29869242201441193,-48.03554183646873
2837,3.9752512174044257,0.2985347579668877,-48.07189381153408
2843,3.9763075558255,0.29829881623858656,-48.12637774785458
2851,3.977712544456336,0.297985257004797,-48.19894105720573
2857,3.9787637011153865,0.2977508557145706,-48.253302258276584
2861,3.979463246525055,0.2975949521925141,-48.28951393960955
2879,3.982599145306088,0.2968969629546589,-48.45217891015846
2887,3.9839865898314675,0.2965886090813742,-48.524323638600315
2897,3.9857154988846752,0.2962047639814613,-48.614374147170174
2903,3.986749982012315,0.29597530335265515,-48.668334896274125
2909,3.987782329247601,0.295746473845085,-48.72224345318636
2917,3.989155484933861,0.295442344388223,-48.79404028280048
2927,3.9908666433459428,0.2950637421012882,-48.883655598655984
2939,3.9929123332094587,0.2946116886592203,-48.991001932496
2953,3.9952884408719616,0.29408739242399284,-49.11597395383482
2957,3.9959652599262387,0.29393820177864316,-49.151627660780434
2963,3.9969787737867826,0.2937149195428737,-49.205064342538755
2969,3.99799023738188,0.2934922392733967,-49.25844832952037
2971,3.9983269377313038,0.29341814580110753,-49.27623127496018
